TEXT,TWEET_CREATED,NAME,_UNIT_ID,RETWEET_COUNT,IS_REPLY,IS_RETWEET,FAVES,REPLIES
"@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW",2023-10-22T03:07:00.000Z,MrTrippe,681451270,0,false,false,365,187
"@united hey, it's 4am, guess what I'm doing? Not sleeping! Why? Cause you care so little about your customers you let them sleep in airports",2024-05-22T02:59:00.000Z,throthra,681451271,0,false,true,212,97
"@united no my concerns were not addressed",2023-12-22T02:47:00.000Z,MMMarketing2014,681451272,0,true,false,324,143
"@united DUH and done. bag whereabouts unknown. Greeeaat",2024-02-22T02:36:00.000Z,plazaroff,681451273,0,true,false,211,134
"@united thanks for letting me sleep at DIA to ensure you ruin as much of my vacation as possible. Wait, no, fuck you. #unitedairlinessucks",2023-12-22T02:33:00.000Z,throthra,681451274,0,true,false,375,33
"@united oh, I'll be sharing alright. Especially about sleeping in this shitty airport and getting 1hr of sleep all night because UA.",2023-10-22T02:31:00.000Z,throthra,681451275,0,false,false,8,235
"@united @MaxAbrahms *if* he needs assistance? Do you expect him to go on a Scooby Doo tour of terminals until he finds his stuff?",2024-06-22T02:21:00.000Z,jaykirell,681451276,0,true,false,104,76
"Thanks @united for writing back. To assist you can return the bag you lost &amp; clean up the feces sprinkled in your bathroom. Too much to ask?",2024-05-22T02:16:00.000Z,MaxAbrahms,681451277,1,true,false,229,37
"@united you hung up on me again.",2024-05-22T02:13:00.000Z,Whosgunz,681451278,0,true,false,171,233
"@united your ""customer service"" team in manilla is absolute shit. I can't even get a supervisor without being out back on hold?!",2024-06-22T02:10:00.000Z,Whosgunz,681451279,0,false,true,155,131
"@united it's disgusting and unconscionable the treatment I've received tonight.",2024-03-22T02:09:00.000Z,Whosgunz,681451280,0,false,false,345,4
"@united of course I would like hepl! Are you kidding me? That's the ONLY reason I've been on hold for the past 5 hours!",2024-06-22T02:08:00.000Z,Whosgunz,681451281,0,false,true,137,81
"@united @ThisIsCoach Every time my united flight got delayed. this is a big frustration.",2024-05-22T01:55:00.000Z,joynal03,681451282,0,false,true,199,139
"@united you've got to be kidding me. I still haven't talked to a human and your robotweeting me?! And asking for a follow????",2024-03-22T01:46:00.000Z,Whosgunz,681451283,0,true,false,188,124
".@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it.",2023-12-22T01:39:00.000Z,MaxAbrahms,681451284,0,true,false,366,50
"@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best",2023-10-22T01:29:00.000Z,suntoshi,681451285,0,true,false,197,137
"@united is that all that matters, not the fact that we're at a different destination, we were put through a tremendous amount of stress,",2024-01-22T01:27:00.000Z,suntoshi,681451286,0,false,false,86,195
"@united 1k member broken seat back broken tv broken light lost bag  gee thnx. UA922 awesome job",2023-11-22T01:26:00.000Z,plazaroff,681451287,1,true,false,87,20
"@united absolutely disgusting the way you treat your customers. Isn't there anyone actively monitoring your Cust serve? This is  unreal!!",2023-10-22T00:58:00.000Z,Whosgunz,681451288,0,false,false,230,78
"@united nice. I wonder how you pick who to respond to? Maybe only happy customers are easier. I wonder how many of those you have left.",2023-12-22T00:54:00.000Z,Whosgunz,681451289,0,true,false,182,65
"@united averaging 200 minute wait times tonight or what? I've gotten no help from you tonight.",2024-05-22T00:49:00.000Z,Whosgunz,681451290,0,true,false,195,184
"@united thanks for nothing. Really?!? 60 minute wait times when I've had to call back 4x. That's 240minute wait times.",2023-12-22T00:48:00.000Z,Whosgunz,681451291,0,true,false,356,3
"@united you're customer service is unbelievably bad. Abysmal. I've been on the phone for well over 2hrs tonight. Hung up on by yr ppl 3x.",2023-10-22T00:47:00.000Z,Whosgunz,681451292,0,true,false,184,199
"@united you can read the full story when I submit a case to your team about the pilot of flight 6232 and why we are sleeping in DIA",2024-06-22T00:41:00.000Z,throthra,681451293,0,true,false,224,108
"@united what's with the layover in Canada from the UA125? Is that scheduled?",2024-03-22T00:37:00.000Z,MissDanaJones,681451294,0,true,false,267,221
"@united an inconvenience is a weather delay. Your pilot deciding to waste enough time so the FAA wouldn't let him fly is negligence.",2023-11-22T00:35:00.000Z,throthra,681451295,0,false,false,389,124
"@united I bought a ticket with a price that was published by mistake and now I got an email that indicates United Cancelled Flightled my ticket! Why?",2024-01-22T00:35:00.000Z,RoyLe9,681451296,0,false,true,222,162
"@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550",2024-02-22T00:20:00.000Z,gregliefooghe,681451297,0,true,false,279,28
"@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!",2024-01-22T00:04:00.000Z,MarkGilden,681451298,0,false,false,333,22
"@united after 443min of avoidable non-weather delays that #Appreciation link better be giving out #GoldenTickets",2024-05-21T23:52:00.000Z,TimBouhour,681451299,0,false,true,125,111
"@united where is our luggage",2023-11-21T23:45:00.000Z,SCVPools,681451300,0,true,false,164,236
"@united we just left @flySFO (delayed). http://t.co/XzBAjMiekx",2024-01-21T23:38:00.000Z,mrp,681451301,0,false,false,154,217
"@united all set. Figured it out at the baggage office!",2023-11-21T23:36:00.000Z,kreespa,681451302,0,true,false,280,235
"@united screws up again...to be expected! NEVER AGAIN!",2023-10-21T23:24:00.000Z,Finrz,681451303,0,true,false,12,218
"@united why don't you allow families with small children to board first anymore? Our next flight will be on another airline...",2023-11-21T23:17:00.000Z,Ofbikesandbirds,681451304,0,true,false,83,6
"@united Life goal: complete ��ӕ��",2024-04-21T23:04:00.000Z,billqamz,681451305,0,true,false,362,200
"@united I have $20 and I'll draw you a super sweet picture of your choosing. Will that get me round-trip to San Diego? _�Ϋ_�Ϋ It's so cold here.",2023-11-21T22:57:00.000Z,EmilyIsBach,681451306,0,true,false,83,149
"@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.",2024-02-21T22:46:00.000Z,RJordan47,681451307,0,true,false,128,225
"@united That's called throwing ""loyalty"" out the window and trying to give less awards.",2023-11-21T22:39:00.000Z,ChrisJValdez,681451308,0,true,false,137,13
"@united your unhelpful team? Sure I did. I'm in Bangkok, my bag in Chicago. Are u going to pay for my accommodation s until my bag arrives??",2024-02-21T22:39:00.000Z,annnnge,681451309,0,false,true,178,116
"@united I'd hardly call going from 10,000 miles to 1,000+ miles a ticket cutting edge. About 1/10 the perk?",2024-05-21T22:38:00.000Z,ChrisJValdez,681451310,0,true,false,344,221
"@united that's not an apology. Say it.",2023-12-21T22:37:00.000Z,JSJ35,681451311,0,true,false,370,44
"@united Just sent a DM. Thank you for the acknowledgment.",2024-05-21T22:31:00.000Z,StephanieWeyant,681451312,0,true,false,375,45
"@united download jeokoo the American app for air travelers",2023-11-21T22:24:00.000Z,JEOKOO1,681451313,0,true,false,343,237
"@united been on hold for almost two hours trying to talk to someone about a Cancelled Flighted flight tomorrow morning. What do you suggest?",2024-04-21T22:23:00.000Z,Mare_McCoy,681451314,0,true,false,309,11
"@united no apology? Cool.",2023-12-21T22:19:00.000Z,JSJ35,681451315,0,true,false,395,6
"@united you ask a lot of customers who  you routinely screw over. You know that, right?",2023-11-21T22:17:00.000Z,JSJ35,681451316,0,true,false,14,100
"@united I'm a first time solo female traveller and it's pretty scary being in a foreign place not knowing where your belongings are...",2024-05-21T22:16:00.000Z,annnnge,681451317,0,true,false,365,177
"@united I am. Who knows where my bags are. Do I just wait around and hope they arrive? No one has answers, I have plans and no answers....",2024-05-21T22:14:00.000Z,annnnge,681451318,0,true,false,95,10
"@united somehow I knew that you'd wait until I was airborne to respond. #hacks #jokers #neveragain.",2023-11-21T22:14:00.000Z,JSJ35,681451319,0,true,false,117,40
"@united Missing flight attendant = Delayed Flight. Prime example how 1 person impacts 100's of people. HNL -&gt; IAH (UA252) #wastedtime",2024-05-21T22:13:00.000Z,AppAmy,681451320,0,true,false,73,176
"@united has me stranded in Texas and then hangs up on me when I'm trying to figure out how to get home. Cool.",2023-10-21T22:10:00.000Z,mollypriddy,681451321,0,false,false,99,221
"@united we have tried to change our flight THREE times on the phone and got disconnected each time.",2023-11-21T22:00:00.000Z,tweets1971,681451322,0,true,false,131,210
"@united poor showing today, no assistance to passengers who mis connected due to maintenance and waiting for baggage",2024-02-21T21:52:00.000Z,L_Simmons,681451323,0,true,false,135,167
"@united has been showing the same tone deaf video for all these years about how ""wifi is coming!"" Hah.Not before I leave. @VirginAmerica ftw",2024-01-21T21:51:00.000Z,djMaxM,681451324,0,true,false,355,163
"@united Can I get a follow? I fly with you for Christmas.",2023-10-21T21:50:00.000Z,billqamz,681451325,0,false,true,202,40
"@united more people stranded cause you suck. Better yet, you weasel out of Flight Booking Problems rooms for people claiming weather http://t.co/Flcnnn2USD",2023-10-21T21:39:00.000Z,throthra,681451326,0,true,false,319,94
"@united look at all the delta flights that landed while your pilots claimed they couldn't fly 6232 to JAC. http://t.co/6Kp4m0R1f7",2024-05-21T21:36:00.000Z,throthra,681451327,0,true,false,99,170
"@united thank you! Much appreciation for your help.",2024-01-21T21:33:00.000Z,gwen1013,681451328,0,true,false,187,193
"@united Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?",2024-04-21T21:33:00.000Z,tippykayak,681451329,0,false,false,364,116
"@united worst customer service experience ever. 40 minutes to get the jetway to the plane at EWR tonight. Flight 354   Disappointed",2024-03-21T21:33:00.000Z,drr51664,681451330,0,true,false,38,14
"@united - not only 2 hour delay - double booked seat nit parked at wrong gate - incompetence at its finest - been waiting  for over 1 hr",2024-05-21T21:30:00.000Z,apopnj01,681451331,0,false,true,372,39
"@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight http://t.co/o1u96Xc3bo",2024-04-21T21:30:00.000Z,throthra,681451332,0,false,false,257,39
"@United - routing a person from Houston to Newark, NJ  and then to SFO is not acceptable.",2024-05-21T21:29:00.000Z,21stCenturyMom,681451333,0,true,false,53,55
"@united Phone",2024-03-21T21:28:00.000Z,WM_j_MW,681451334,0,false,false,353,171
"@united Freakin""",2023-12-21T21:28:00.000Z,WM_j_MW,681451336,0,true,false,89,13
"@united Pick",2024-03-21T21:27:00.000Z,WM_j_MW,681451337,0,true,false,20,118
"@united Suck",2024-01-21T21:26:00.000Z,WM_j_MW,681451338,0,false,false,186,69
"@united 25 minute hold is 1 hr. 25 min. @ABC11_WTVD",2023-11-21T21:23:00.000Z,WM_j_MW,681451339,0,false,false,299,148
"@united 20 yrs of flying Continental/united exclusively I get why everyone hates you - fl1289sfo/EWR #getmeoffrhisFUCKINplane",2023-11-21T21:23:00.000Z,Boards707,681451340,0,false,false,189,161
"@united 24 seats available on the 2:15 pm from ORD to RDU...I need 2 seats please",2024-05-21T21:21:00.000Z,WM_j_MW,681451341,0,false,true,65,77
"@united I'm still trying to get things worked out and you have yet to respond back.",2024-03-21T21:20:00.000Z,alexisniicole25,681451342,0,true,false,50,166
"@united screwed up our reservation- they assigned a new # to just one of us &amp; when they changed our flight, only changed the original #.",2024-02-21T21:20:00.000Z,worldknits,681451343,0,true,false,272,139
"@united 25 min hold has now progressed to over an hour...919-675-0985",2024-05-21T21:18:00.000Z,WM_j_MW,681451344,0,false,true,346,89
"@united YOU SUCK!",2023-10-21T21:17:00.000Z,WM_j_MW,681451345,0,true,false,262,8
"@united yo, you need a new website really badly. This day and age...",2023-10-21T21:15:00.000Z,_BenHoffman_,681451346,0,false,true,294,43
"@united if I was rebooked do I have to pick up my luggage?",2024-04-21T21:15:00.000Z,kreespa,681451347,0,true,false,133,75
"@united how can u not have gate ready or gate agent for going on hour two",2023-12-21T21:13:00.000Z,Blondiemcl6,681451348,0,true,false,342,41
"@united just DM'd",2024-04-21T21:11:00.000Z,jackiehoglund,681451349,0,true,false,120,174
"@united had a different fiasco on my outward trip and was rebooked on to qantas lax-Syd. No FF miles show up in my account for that :(",2024-05-21T21:09:00.000Z,kreespa,681451350,1,true,false,105,173
"@united I am following - you need to follow me for DM?",2024-03-21T21:09:00.000Z,jackiehoglund,681451351,0,true,false,262,163
"@united it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60+min",2023-12-21T21:08:00.000Z,Fader_Jockey,681451352,0,true,false,287,118
"@united not a good day to fly u, two delayed flights still on plane at Ewr waiting over 1,5 hours for gate get to gate no gate agent.",2023-11-21T21:08:00.000Z,Blondiemcl6,681451353,0,true,false,310,137
"@united just called and did it. Should have earlier because I'm being sent to DCA first and THEN to pvd. We may rent a car instead.",2024-04-21T21:03:00.000Z,kreespa,681451354,0,false,true,52,23
"@united my luggage is set to go to DCA however, I am rerouted to Dulles. Currently in NOLO however bags are in Houston. Can you fix this?",2024-01-21T20:55:00.000Z,mjfredricks259,681451355,0,true,false,355,67
"@united I went from Sacramento to Minneapolis at the end of October 2014 in business class.",2024-04-21T20:52:00.000Z,AMMBoman,681451356,0,false,false,20,30
"@united I'm extremely disappointed w my service for this trip as a #United #MileagePlus Explorer Card holder.",2024-01-21T20:47:00.000Z,hannahcbeck,681451357,1,true,false,253,159
"@united I hope your corporate office is ready to deal with the rage created by your shitty service and bullshit pilots. #UnitedAirlinesSucks",2024-06-21T20:46:00.000Z,throthra,681451358,0,true,false,218,90
"@united such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk",2024-05-21T20:45:00.000Z,mrp,681451359,0,true,false,283,238
"@united i will never fly with you again. i went on vacation this week and you lost my bags both ways. now i have no clothes. thankyou",2023-11-21T20:31:00.000Z,Soniascrocchi15,681451360,1,true,false,107,61
"@united sadly this wasnt just due to mother nature investigate this incident and your employees at sfo. Terrible customer experience",2024-02-21T20:26:00.000Z,kevinforgoogle,681451361,1,true,false,342,109
"@united flight ua90 is taking off now after 1750 was delayed over 4 hrs 30 passengers to miss their flight to tel aviv",2024-04-21T20:21:00.000Z,kevinforgoogle,681451362,0,true,false,351,69
"@united 30 of us on flight 1750 trying to get to tel aviv that is trying to take off right now with out us so cruel. Next flight is 350pm",2023-12-21T20:20:00.000Z,kevinforgoogle,681451363,0,true,false,155,83
"@united considering I'm now stuck in Newark with virtually sleep in 30+ hours, I doubt it :/ hope car rentals are available",2023-11-21T20:16:00.000Z,kreespa,681451364,0,true,false,336,208
"@united I see several economy plus can you put us in those. We don't have to be seated together",2024-06-21T20:13:00.000Z,c4pyro,681451365,0,true,false,374,71
"@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/7br5t5QCXk (via @ParachuteGuy)",2023-10-21T20:05:00.000Z,dHowITzr,681451366,0,true,false,183,76
"@united I see you coming to get me and @AggieMensGolf in Hawaii! #12thMan http://t.co/G8DKa3Edhf",2024-03-21T20:02:00.000Z,JimStarkBalla,681451367,0,true,false,248,51
"@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!",2024-03-21T20:02:00.000Z,ambersings,681451368,0,false,false,310,73
"@united do you expect to Cancelled Flight flights out of @DENAirport tomorrow morning given the storm?",2023-12-21T19:59:00.000Z,kimbatronic,681451369,0,true,false,113,109
"@United also ran out of water and refused service #costumerservice #legit #jk",2024-03-21T19:55:00.000Z,ralonG2013,681451370,0,true,false,202,52
"@united I have a question",2023-12-21T19:51:00.000Z,aushianya,681451371,0,false,false,51,65
"@United Can you increase the legroom? : How airlines compare http://t.co/diUfep8n2q via @CNNMoney",2024-04-21T19:49:00.000Z,tech_henrywong,681451372,0,true,false,168,215
"@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?",2024-04-21T19:48:00.000Z,independentid,681451373,0,true,false,61,216
"@united I see two flights with two seats in the morning can we get on those",2023-10-21T19:47:00.000Z,c4pyro,681451374,0,true,false,255,88
"@united 6377 and now they sent our green tagged bags to the luggage carousel. It's been one mess up after another. Bad day @united",2023-12-21T19:45:00.000Z,ScottyNeuman,681451375,1,true,false,0,172
"@united the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and I see 2 right there. #unitedlies",2024-03-21T19:43:00.000Z,suntoshi,681451376,0,false,false,316,205
"@united the drunk guy you threw out of flight UA936 4hrs ago is better off than the rest of us held up for 5hrs in the plane without food.",2024-02-21T19:39:00.000Z,mesapuyo,681451377,0,true,false,333,166
"@united sitting in Denver airport waiting for a plane to be refueled. For an hour and a half! Hurry the fuck up United, you fucking retards",2024-02-21T19:39:00.000Z,Chunkingtonchad,681451378,0,true,false,46,76
"@united we will be at the airport first thing in the morning",2024-01-21T19:37:00.000Z,c4pyro,681451379,0,true,false,16,66
"@united I'm rebooked on a flight tomorrow even though I had 1st class seat orig I have a lousy coach seat",2024-03-21T19:37:00.000Z,MMMarketing2014,681451380,0,false,true,144,22
"@united well this one missed the mark.  She was in a snit from the minute I stepped up to the counter",2023-10-21T19:34:00.000Z,MMMarketing2014,681451381,1,true,false,230,181
"@united Doesn't have to be same flight 2 and 2 will work also",2024-05-21T19:33:00.000Z,c4pyro,681451382,0,true,false,242,94
"@united who compensates is for the delays caused by the fact that you don't have enough flight attendants?? http://t.co/96apr35qan",2023-12-21T19:33:00.000Z,D4Duskes,681451383,0,false,true,187,179
"@united we've been seating for 5hrs inside flight UA936 at #IAD delayed. We've only been offered water &amp; cookies in business class. #failed",2024-05-21T19:31:00.000Z,mesapuyo,681451384,0,true,false,248,206
"@united please get me off this plane #UA57",2024-01-21T19:30:00.000Z,MattySags,681451385,0,true,false,168,112
"@united yes. On a nonstop to Memphis tomorrow morning. With the snow coming in I got my fingers crossed it will go.",2024-04-21T19:30:00.000Z,CoachMcRoberts,681451386,0,true,false,333,228
"@united traveling with 3 young kids!! Chose our original flights for a reason.",2023-12-21T19:28:00.000Z,jackiehoglund,681451387,0,true,false,148,179
"@united have since dropped to 2 layovers but still not acceptable.",2023-11-21T19:28:00.000Z,jackiehoglund,681451388,0,true,false,38,137
"@united our 1 layover itinerary was swapped for a 3 layover itinerary - really?!?",2024-06-21T19:28:00.000Z,jackiehoglund,681451389,0,true,false,233,26
"@united your app says flight UA936 to #ZRH departed 2:45hrs Late Flight, but 5 hours Late Flightr we are still seating inside the plane in #IAD.  #failed",2023-12-21T19:28:00.000Z,mesapuyo,681451390,0,true,false,292,125
"@united not completely.  Our flight was changed in July but we never received notification.",2024-05-21T19:28:00.000Z,jackiehoglund,681451391,0,true,false,92,84
"@united are there any upgrades avail to get us all on the same flight",2024-02-21T19:25:00.000Z,c4pyro,681451392,0,true,false,183,208
"@united Wife and I have two new destinations and I'm stuck in DC until Monday with no bags",2024-04-21T19:22:00.000Z,Colettod,681451393,0,false,false,255,30
"@united no I don't. Spoke with baggage contact at 1-800 number. Said they will try to get bags to stay at IAD for pick up tmrw",2024-01-21T19:21:00.000Z,Colettod,681451394,0,true,false,117,108
"@united can you make sure I�۪m on the upgrade list for 2/23 EWR-PDX using my GPU priority? Got a weird email about it.",2023-11-21T19:21:00.000Z,ssegraves,681451395,0,true,false,227,122
"@united so is that two seats avail so far for us.",2023-12-21T19:20:00.000Z,c4pyro,681451396,0,true,false,152,159
"@united has once again earned a place as the worst airline in the business",2024-04-21T19:19:00.000Z,21stCenturyMom,681451397,0,true,false,151,137
"@united is flight number 1142 Denver to Las Vegas 1125 on Sunday feb 22 Cancelled Flighted ?",2024-04-21T19:14:00.000Z,ntrogers,681451398,0,true,false,387,1
"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?",2024-06-21T19:12:00.000Z,Jo_Frost,681451399,0,false,true,325,48
"@united I'm trying your WiFi on UA1616. But sorry it really slow. Even #Spotify lagging and that isn't a hard stream.",2024-05-21T19:08:00.000Z,IssenSvensson,681451400,0,false,true,161,172
"@united Not until tomorrow night. And the hotel voucher had higher rate than travelocity Not loving cost, but hard working staff",2023-11-21T19:05:00.000Z,gwen1013,681451401,0,true,false,84,67
"@united flight UA1459 sitting at newark waiting for a gate, seriously??? #threehoursLate Flight",2024-03-21T19:05:00.000Z,danklein2112,681451402,0,true,false,248,88
"@united why don't you ever print my known #traveler number on my ticket? Because of this I never get to use the #TSA prescreen I paid for",2024-05-21T19:01:00.000Z,stevestillalive,681451403,0,false,true,358,131
"@united boarding was decent, 3 useless agents that don't speak English (after 2.5hrs of hold) 6hrs of mech delay not so much",2024-01-21T19:01:00.000Z,TimBouhour,681451404,0,false,true,89,54
"@united After all I have been through on this trip, can you get me on another airline home?",2023-12-21T19:00:00.000Z,patrick_maness,681451405,0,true,false,311,188
"@united flight was Cancelled Flighted after the last opportunity to rebook us on other flights this evening passed.",2024-05-21T18:59:00.000Z,keithdunn,681451406,0,true,false,302,11
"@united boarding a #plane would be much faster if you boarded back to front instead of front to back #MakesSense #efficiency #travel #flying",2024-02-21T18:59:00.000Z,stevestillalive,681451407,0,false,true,230,106
"@united it's 9:56, and the desk attendant stated we would ""sit awhile"" until given the all clear. Lack of communication seems to the norm.",2024-03-21T18:57:00.000Z,ZachAlpert,681451408,0,false,false,144,11
"@united had been suffering immensely ever since this merge .. Hopefully I'll never have to fly @united ever again ..",2024-01-21T18:57:00.000Z,Sean_Stamos,681451409,0,true,false,50,145
"@united I'd really like to get off of this plane now.",2024-03-21T18:54:00.000Z,tarlonious,681451410,0,false,true,400,77
"@united possibly the worst airlineGave them three chances Second time in 2 weeks a flight has been delayed and or Cancelled Flightled due to mechanics",2024-01-21T18:54:00.000Z,Sean_Stamos,681451411,0,true,false,89,37
"@united cabin pressurization issues are pretty serious. Flight 1109 landed in Washington because of it. My head is pounding.",2023-10-21T18:52:00.000Z,patrickbeiers,681451412,0,false,false,288,27
"@united Sandra at ur international checkin counter was rude and offensive.  She commented she didn't care if I complained cuz she had 25yrs",2023-11-21T18:49:00.000Z,MMMarketing2014,681451413,1,true,false,338,55
"@united My contact stuff is in the bag and I'm legally blind. This is so messed up.",2024-02-21T18:49:00.000Z,patrick_maness,681451414,0,true,false,388,116
"@united Did I mention that I was ON THE PLANE so is my luggage. My luggage that I'm not going to have for how many days.",2023-10-21T18:48:00.000Z,patrick_maness,681451415,0,false,false,90,138
"@united 3 times I've called customer services each at least 40 mins... Each time cut off by your operators... Why can't you call me back!",2023-11-21T18:47:00.000Z,FarmerFlo,681451416,1,true,false,103,124
"@united Tell me that you're at least going to cover a room and get me out of here.",2024-05-21T18:44:00.000Z,patrick_maness,681451417,0,false,true,165,167
"@united OMG!!! you just bumped me off the last flight. Can this get any worse.",2024-01-21T18:44:00.000Z,patrick_maness,681451418,1,true,false,327,197
"@united Which just speaks to basically the worst designed web system ever.",2024-04-21T18:41:00.000Z,niais,681451419,1,false,false,55,133
"@united Yeah, I tried that about 10 times for two different tickets, and it told me to ""Try again Late Flightr"".",2024-01-21T18:40:00.000Z,niais,681451420,0,false,false,132,111
"@united please fire the captain of flight 6232 today. He single handedly ruined every passengers day by being a piece of shit. #unitedsucks",2024-04-21T18:37:00.000Z,throthra,681451421,0,true,false,330,238
"@united U blow",2024-04-21T18:34:00.000Z,Manda_Bear_143,681451422,0,true,false,246,25
"@united what exactly do you hang on this hook? http://t.co/ZHxOk07Aqa",2024-06-21T18:32:00.000Z,hadAbadWeek,681451423,0,true,false,21,103
"@United - flight Cancelled Flightled. 4 hrs at airport to book a new one for $95. Just got two invoices for the flight, each for approx $300. Really?!",2024-04-21T18:29:00.000Z,hsimpson100,681451424,1,true,false,54,7
"@united why do you hire POS pilots? Thanks for ruining my trip and not allowing me to see my buddy as he turns 30. #unitedsucksdick",2023-10-21T18:27:00.000Z,throthra,681451425,1,true,false,164,88
".@united Your airline is again rated the WORST in America so you've got your work cut out for you. It's bc you treat customers like garbage.",2023-11-21T18:27:00.000Z,MaxAbrahms,681451426,3,false,true,331,127
"@united what's the best way to get your tickets? Print off at home or go to check in desk?",2024-06-21T18:26:00.000Z,BryceHuffman,681451427,0,true,false,281,132
"@united Pay for my hotel.... I'm a broke student #help",2024-06-21T18:24:00.000Z,leahgenise,681451428,0,true,false,108,46
"@united all 4 of us are on standby in Houston tomorrow for flights to Calgary. If you could get us on one or two of those that would help",2024-01-21T18:23:00.000Z,c4pyro,681451429,0,true,false,284,231
"@united what a nightmare!!  Both sides of my flights are a disaster!  At Houston getting attitude cuz I was sent to ticket counter",2024-06-21T18:19:00.000Z,MMMarketing2014,681451430,1,false,true,247,149
"@united you're terrible.",2024-06-21T18:17:00.000Z,JSJ35,681451431,0,false,false,258,239
"@united it was eventually explained that weather conditions too extreme to get luggage off planes. Will be sent on. But I won't be for days!",2024-02-21T18:14:00.000Z,StephanieCarvin,681451432,0,true,false,262,68
"@united Anyone there? Did you read my DM?",2024-05-21T18:14:00.000Z,cbtadvisors,681451433,0,true,false,29,73
"@united 732 from Denver. We just boarded! Fingers crossed we get into the air!!!",2023-12-21T18:13:00.000Z,absfine,681451434,0,true,false,342,22
"@united EWR TO MCO made unplanned landing because of pressurization failure. Worst pain I've EVER felt, I thought I was going to pass out",2024-02-21T18:13:00.000Z,patrickbeiers,681451435,0,true,false,90,195
"@united How does that make a flight takeoff on time? And regardless it makes me Late Flight because now I have to wait for my bag at baggage claim.",2024-03-21T18:11:00.000Z,yajur,681451436,0,true,false,351,210
"@united it's been over 3 hours...at what point do you let people off of the plane? @FoxNews @CNN @msnbc",2024-02-21T18:11:00.000Z,tarlonious,681451437,1,false,true,297,127
"@united trying to get a customer service agent.  Just landed in SFO.  Can't fly with 3 layovers with 3 kids!!",2023-10-21T18:11:00.000Z,jackiehoglund,681451438,0,true,false,359,18
"@united why are there no early morning flights from HNL to anywhere in the continental US? Example- Monday 4/20. Need flight to PHL",2024-04-21T18:08:00.000Z,JoeRychalsky,681451439,0,true,false,115,189
"@united nope I gave up - maybe they'll deliver it",2023-12-21T18:04:00.000Z,richardtitus,681451440,0,true,false,296,118
"@united Thanks for the upgrade- please try to get my company to approve more business class travel.",2024-04-21T18:03:00.000Z,Mumon7,681451441,0,true,false,61,14
"@united more and more delays! No CS help at all! No notifications!",2024-06-21T18:03:00.000Z,ZachAlpert,681451442,1,true,false,172,196
"@united and waiting",2024-01-21T18:03:00.000Z,tarlonious,681451443,0,true,false,374,27
"@united hoping there is a spare a/c for 1171 tomorrow!  Have a ship to board!  The sched aircraft is delayed from previous flts.",2023-10-21T18:01:00.000Z,micp3208,681451444,0,true,false,251,75
"@united Hubby made it by the skin of his teeth!   :)",2023-12-21T18:00:00.000Z,mrskmwatkins,681451445,0,true,false,234,43
"@united the incompetence is truly stunning at this point. 4 hours on a plane for a 1.75 hour nonstop flight.",2024-06-21T18:00:00.000Z,JeremyPress1,681451447,0,false,true,299,95
"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs Late Flightr I'm still here with a lost bag &amp; no resolution",2024-05-21T17:54:00.000Z,SoulFreeDreams,681451448,0,true,false,310,63
"@united is the worst",2023-11-21T17:51:00.000Z,SoulFreeDreams,681451449,0,true,false,333,25
"@united still waiting",2023-11-21T17:45:00.000Z,tarlonious,681451450,0,false,true,110,44
"@united thanks for the reply. To clarify, the airfare is similar to your likely intended peer group. The $3 beer charge, however, is not",2024-06-21T17:40:00.000Z,EYA10,681451451,0,true,false,349,150
"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH",2024-06-21T17:40:00.000Z,ericjramsey,681451452,1,true,false,346,206
"@united I have requested upgrade for EWR BOM flight, end of May. Miles + copay. When will i know if I am upgraded?",2024-01-21T17:38:00.000Z,jyotipethe,681451453,0,true,false,124,86
"@united &amp; finally he was told he couldnt use the front of plane restrm (he was row7) though myself/others in rows behind him used w/no issue",2024-02-21T17:38:00.000Z,damahoff,681451454,0,true,false,299,129
